timeStamp,availableMW,windSpeed,windPower
2018-01-01 0:00,34.5,11.9,42.5118
2018-01-01 0:05,34.5,12,42.7067
2018-01-01 0:10,34.5,12,42.7067
2018-01-01 0:15,34.5,11.8,42.3044
2018-01-01 0:20,34.5,11.8,42.3044
2018-01-01 0:25,34.5,12.4,43.3869
2018-01-01 0:30,34.5,12.4,43.3869
2018-01-01 0:35,34.5,12.3,43.2298
2018-01-01 0:40,34.5,12.3,43.2298
2018-01-01 0:45,34.5,12.3,43.2298
2018-01-01 0:50,34.5,12.3,43.2298
2018-01-01 0:55,34.5,12.9,44.0526
2018-01-01 1:00,34.5,13,44.1584
2018-01-01 1:05,34.5,13.5,44.5217
2018-01-01 1:10,34.5,13.5,44.5217
2018-01-01 1:15,34.5,12.9,44.0526
2018-01-01 1:20,34.5,12.9,44.0526
2018-01-01 1:25,34.5,12.9,44.0526
2018-01-01 1:30,34.5,12.9,44.0526
2018-01-01 1:35,34.5,12.7,43.8115
2018-01-01 1:40,34.5,12.6,43.6778
2018-01-01 1:45,34.5,13.2,44.3364
2018-01-01 1:50,34.5,13.2,44.3364
2018-01-01 1:55,34.5,13.1,44.2532
2018-01-01 2:00,34.5,13,44.1584
2018-01-01 2:05,34.5,12,42.7067
2018-01-01 2:10,34.5,11.8,42.3044
2018-01-01 2:15,34.5,12.2,43.0646
2018-01-01 2:20,34.5,12.1,42.8906
2018-01-01 2:25,34.5,12.1,42.8906
2018-01-01 2:30,34.5,12.1,42.8906
2018-01-01 2:35,34.5,12.2,43.0646
2018-01-01 2:40,34.5,12.2,43.0646
2018-01-01 2:45,34.5,12.2,43.0646
2018-01-01 2:50,34.5,12.2,43.0646
2018-01-01 2:55,34.5,12.6,43.6778
2018-01-01 3:00,34.5,12.6,43.6778
2018-01-01 3:05,34.5,11.9,42.5118
2018-01-01 3:10,34.5,11.9,42.5118
2018-01-01 3:15,34.5,12.2,43.0646
2018-01-01 3:20,34.5,12.2,43.0646
2018-01-01 3:25,34.5,12.1,42.8906
2018-01-01 3:30,34.5,12.1,42.8906
2018-01-01 3:35,34.5,12.2,43.0646
2018-01-01 3:40,34.5,12.2,43.0646
2018-01-01 3:45,34.5,12.2,43.0646
2018-01-01 3:50,34.5,12.2,43.0646
2018-01-01 3:55,34.5,12.3,43.2298
2018-01-01 4:00,34.5,12.3,43.2298
2018-01-01 4:05,34.5,12.3,43.2298
2018-01-01 4:10,34.5,12.3,43.2298
2018-01-01 4:15,34.5,12.4,43.3869
2018-01-01 4:20,34.5,12.4,43.3869
2018-01-01 4:25,34.5,12.6,43.6778
2018-01-01 4:30,34.5,12.7,43.8115
2018-01-01 4:35,34.5,12.7,43.8115
2018-01-01 4:40,34.5,12.7,43.8115
2018-01-01 4:45,34.5,12.7,43.8115
2018-01-01 4:50,34.5,12.7,43.8115
2018-01-01 4:55,34.5,12.9,44.0526
2018-01-01 5:00,34.5,12.9,44.0526
2018-01-01 5:05,34.5,12.8,43.9367
2018-01-01 5:10,34.5,12.8,43.9367
2018-01-01 5:15,34.5,12.4,43.3869
2018-01-01 5:20,34.5,12.4,43.3869
2018-01-01 5:25,34.5,12.4,43.3869
2018-01-01 5:30,34.5,12.4,43.3869
2018-01-01 5:35,34.5,12.6,43.6778
2018-01-01 5:40,34.5,12.6,43.6778
2018-01-01 5:45,34.5,12.5,43.5362
2018-01-01 5:50,34.5,12.5,43.5362
2018-01-01 5:55,34.5,12,42.7067
2018-01-01 6:00,34.5,12,42.7067
2018-01-01 6:05,34.5,12.2,43.0646
2018-01-01 6:10,34.5,12.1,42.8906
2018-01-01 6:15,34.5,12.1,42.8906
2018-01-01 6:20,34.5,12.1,42.8906
2018-01-01 6:25,34.5,11.9,42.5118
2018-01-01 6:30,34.5,12.1,42.8906
2018-01-01 6:35,34.5,11.4,41.3157
2018-01-01 6:40,34.5,11.4,41.3157
2018-01-01 6:45,34.5,12.1,42.8906
2018-01-01 6:50,34.5,12.1,42.8906
2018-01-01 6:55,33,11.7,42.0828
2018-01-01 7:00,33,11.7,42.0828
2018-01-01 7:05,34.5,11.7,42.0828
2018-01-01 7:10,34.5,11.7,42.0828
2018-01-01 7:15,34.5,11.9,42.5118
2018-01-01 7:20,34.5,11.9,42.5118
2018-01-01 7:25,34.5,12.1,42.8906
2018-01-01 7:30,34.5,12.1,42.8906
2018-01-01 7:35,34.5,12.1,42.8906
2018-01-01 7:40,34.5,12.1,42.8906
2018-01-01 7:45,34.5,11.5,41.5902
2018-01-01 7:50,34.5,11.5,41.5902
2018-01-01 7:55,34.5,10.9,39.5951
2018-01-01 8:00,34.5,10.8,39.172
2018-01-01 8:05,34.5,11.3,41.02
2018-01-01 8:10,34.5,11.3,41.02
2018-01-01 8:15,34.5,11.8,42.3044
2018-01-01 8:20,34.5,11.8,42.3044
2018-01-01 8:25,34.5,11.9,42.5118
2018-01-01 8:30,34.5,11.9,42.5118
2018-01-01 8:35,34.5,11.7,42.0828
2018-01-01 8:40,34.5,11.7,42.0828
2018-01-01 8:45,34.5,11.7,42.0828
2018-01-01 8:50,34.5,11.7,42.0828
2018-01-01 8:55,34.5,11.7,42.0828
2018-01-01 9:00,34.5,11.7,42.0828
2018-01-01 9:05,34.5,11.8,42.3044
2018-01-01 9:10,34.5,11.8,42.3044
2018-01-01 9:15,34.5,11.3,41.02
2018-01-01 9:20,34.5,11.3,41.02
2018-01-01 9:25,34.5,11.2,40.7016
2018-01-01 9:30,34.5,11.2,40.7016
2018-01-01 9:35,34.5,11.6,41.8453
2018-01-01 9:40,34.5,11.6,41.8453
2018-01-01 9:45,34.5,11.1,40.3588
2018-01-01 9:50,34.5,11.1,40.3588
2018-01-01 9:55,34.5,11.3,41.02
2018-01-01 10:00,34.5,11.3,41.02
2018-01-01 10:05,34.5,11.3,41.02
2018-01-01 10:10,34.5,11.3,41.02
2018-01-01 10:15,34.5,10.7,38.7204
2018-01-01 10:20,34.5,10.7,38.7204
2018-01-01 10:25,34.5,11.1,40.3588
2018-01-01 10:30,34.5,11.1,40.3588
2018-01-01 10:35,34.5,10.6,38.2397
2018-01-01 10:40,34.5,10.6,38.2397
2018-01-01 10:45,34.5,11,39.9904
2018-01-01 10:50,34.5,11,39.9904
2018-01-01 10:55,34.5,11.4,41.3157
2018-01-01 11:00,34.5,11.4,41.3157
2018-01-01 11:05,34.5,10.9,39.5951
2018-01-01 11:10,34.5,10.9,39.5951
2018-01-01 11:15,34.5,11.3,41.02
2018-01-01 11:20,34.5,11.3,41.02
2018-01-01 11:25,33,11.3,41.02
2018-01-01 11:30,33,11.3,41.02
2018-01-01 11:35,33,11,39.9904
2018-01-01 11:40,33,11,39.9904
2018-01-01 11:45,34.5,10.5,37.7298
2018-01-01 11:50,34.5,10.5,37.7298
2018-01-01 11:55,34.5,10.4,37.1907
2018-01-01 12:00,34.5,10.4,37.1907
2018-01-01 12:05,34.5,10.5,37.7298
2018-01-01 12:10,34.5,10.5,37.7298
2018-01-01 12:15,34.5,11,39.9904
2018-01-01 12:20,34.5,11,39.9904
2018-01-01 12:25,34.5,11,39.9904
2018-01-01 12:30,34.5,11,39.9904
2018-01-01 12:35,34.5,11,39.9904
2018-01-01 12:40,34.5,11,39.9904
2018-01-01 12:45,34.5,10.6,38.2397
2018-01-01 12:50,34.5,10.6,38.2397
2018-01-01 12:55,34.5,10.5,37.7298
2018-01-01 13:00,34.5,10.5,37.7298
2018-01-01 13:05,34.5,10.4,37.1907
2018-01-01 13:10,34.5,10.4,37.1907
2018-01-01 13:15,34.5,10.4,37.1907
2018-01-01 13:20,34.5,10.4,37.1907
2018-01-01 13:25,34.5,10.5,37.7298
2018-01-01 13:30,34.5,10.5,37.7298
2018-01-01 13:35,34.5,10.5,37.7298
2018-01-01 13:40,34.5,10.5,37.7298
2018-01-01 13:45,34.5,10.4,37.1907
2018-01-01 13:50,34.5,10.4,37.1907
2018-01-01 13:55,34.5,10.2,36.0261
2018-01-01 14:00,34.5,10.2,36.0261
2018-01-01 14:05,34.5,10.6,38.2397
2018-01-01 14:10,34.5,10.6,38.2397
2018-01-01 14:15,34.5,10.4,37.1907
2018-01-01 14:20,34.5,10.4,37.1907
2018-01-01 14:25,34.5,10.3,36.6227
2018-01-01 14:30,34.5,10.3,36.6227
2018-01-01 14:35,34.5,9.8,33.3744
